,r2_S&P 500,r2_Nasdaq-100,r2_Technology,r2_Financials,r2_Industrials
2022-04-05,0.7377,0.8248,0.835,0.3097,0.4363
2022-04-06,0.7378,0.8261,0.8352,0.3062,0.443
2022-04-07,0.7397,0.8277,0.8363,0.3076,0.4455
2022-04-08,0.7388,0.8273,0.836,0.3066,0.4443
2022-04-11,0.736,0.8282,0.837,0.298,0.446
2022-04-12,0.7363,0.8276,0.8356,0.2982,0.4459
2022-04-13,0.7364,0.828,0.8356,0.2972,0.4456
2022-04-14,0.7379,0.8289,0.8366,0.2968,0.4482
2022-04-18,0.7369,0.8288,0.8359,0.2939,0.4376
2022-04-19,0.7346,0.8261,0.8344,0.2955,0.4334
2022-04-20,0.7355,0.8266,0.8354,0.2994,0.4369
2022-04-21,0.735,0.8225,0.835,0.2969,0.4345
2022-04-22,0.7385,0.8241,0.8363,0.3031,0.4398
2022-04-25,0.7302,0.8231,0.8347,0.3084,0.4401
2022-04-26,0.7315,0.8236,0.8356,0.3156,0.4413
2022-04-27,0.7374,0.8282,0.8394,0.3281,0.4532
2022-04-28,0.736,0.8282,0.8317,0.328,0.4531
2022-04-29,0.7448,0.8356,0.8384,0.3333,0.4577
2022-05-02,0.743,0.8357,0.8405,0.3438,0.4659
2022-05-03,0.7404,0.8367,0.8404,0.3407,0.4626
2022-05-04,0.7418,0.8373,0.8436,0.3415,0.4629
2022-05-05,0.7439,0.8399,0.8457,0.353,0.4719
2022-05-06,0.7484,0.841,0.8477,0.3661,0.4867
2022-05-09,0.7526,0.8416,0.8479,0.3847,0.4887
2022-05-10,0.7592,0.8466,0.852,0.3955,0.5004
2022-05-11,0.7578,0.8492,0.853,0.3862,0.4904
2022-05-12,0.7602,0.8505,0.8534,0.388,0.4924
2022-05-13,0.7605,0.8501,0.849,0.389,0.493
2022-05-16,0.77,0.8569,0.8544,0.3945,0.5036
2022-05-17,0.7694,0.8572,0.8547,0.3951,0.5021
2022-05-18,0.7738,0.8588,0.8571,0.4079,0.5141
2022-05-19,0.7761,0.8608,0.8598,0.4204,0.5263
2022-05-20,0.7761,0.8616,0.8593,0.4208,0.5256
2022-05-23,0.7764,0.8611,0.8588,0.4243,0.5252
2022-05-24,0.769,0.858,0.8528,0.4159,0.5217
2022-05-25,0.7695,0.8585,0.853,0.4227,0.5214
2022-05-26,0.7707,0.8591,0.8535,0.429,0.5229
2022-05-27,0.7744,0.8616,0.855,0.4384,0.5315
2022-05-31,0.7779,0.8634,0.8567,0.4416,0.5386
2022-06-01,0.7774,0.8621,0.8548,0.4455,0.5439
2022-06-02,0.7797,0.8615,0.8537,0.4465,0.5495
2022-06-03,0.7837,0.865,0.8562,0.4504,0.5576
2022-06-06,0.7914,0.8667,0.8585,0.4662,0.5795
2022-06-07,0.7929,0.8703,0.8619,0.4698,0.5792
2022-06-08,0.797,0.8717,0.8633,0.4744,0.5866
2022-06-09,0.7946,0.8684,0.8599,0.4701,0.5871
2022-06-10,0.7957,0.8707,0.8622,0.4736,0.5907
2022-06-13,0.7967,0.8712,0.8626,0.4802,0.5943
2022-06-14,0.8027,0.8752,0.8691,0.4923,0.6058
2022-06-15,0.802,0.8753,0.869,0.4883,0.6035
2022-06-16,0.8027,0.8741,0.871,0.4915,0.6063
2022-06-17,0.807,0.8758,0.8725,0.5042,0.618
2022-06-21,0.8123,0.8739,0.8705,0.5312,0.6304
2022-06-22,0.8137,0.8747,0.8716,0.5423,0.6404
2022-06-23,0.8142,0.8741,0.8718,0.5454,0.6445
2022-06-24,0.8068,0.8664,0.8638,0.5395,0.6393
2022-06-27,0.8104,0.8692,0.8668,0.5488,0.6447
2022-06-28,0.81,0.8687,0.8664,0.5482,0.6451
2022-06-29,0.8085,0.8669,0.8641,0.5473,0.6444
2022-06-30,0.8054,0.8616,0.8582,0.5478,0.6475
2022-07-01,0.8055,0.8617,0.8582,0.5484,0.6447
2022-07-05,0.7815,0.8452,0.8457,0.5268,0.6248
2022-07-06,0.7815,0.8441,0.8456,0.5255,0.6148
2022-07-07,0.7818,0.8441,0.8454,0.5227,0.6246
2022-07-08,0.7822,0.8456,0.8461,0.5393,0.6391
2022-07-11,0.7799,0.8443,0.8447,0.5376,0.6371
2022-07-12,0.7813,0.8454,0.847,0.5389,0.637
2022-07-13,0.7817,0.8446,0.8448,0.5539,0.6417
2022-07-14,0.7799,0.844,0.844,0.5514,0.6388
2022-07-15,0.7741,0.8414,0.8433,0.5311,0.6306
2022-07-18,0.7751,0.8423,0.8442,0.53,0.6327
2022-07-19,0.7731,0.8417,0.8435,0.5313,0.6378
2022-07-20,0.7815,0.846,0.8471,0.551,0.6514
2022-07-21,0.7795,0.846,0.8471,0.5446,0.6524
2022-07-22,0.7801,0.8478,0.8478,0.5425,0.6518
2022-07-25,0.7802,0.8495,0.849,0.5432,0.6479
2022-07-26,0.7812,0.852,0.8493,0.5411,0.6452
2022-07-27,0.7815,0.8519,0.8496,0.542,0.6449
2022-07-28,0.7862,0.8537,0.8511,0.5577,0.6484
2022-07-29,0.7891,0.8564,0.8513,0.5586,0.6517
2022-08-01,0.7962,0.862,0.8601,0.5599,0.6473
2022-08-02,0.7987,0.8649,0.8709,0.5564,0.6466
2022-08-03,0.7984,0.863,0.8717,0.5592,0.6476
2022-08-04,0.7998,0.8638,0.8727,0.563,0.6504
2022-08-05,0.7989,0.8653,0.8743,0.5616,0.6502
2022-08-08,0.7954,0.8631,0.8724,0.5595,0.646
2022-08-09,0.7939,0.8629,0.8724,0.5609,0.6501
2022-08-10,0.7827,0.8563,0.8645,0.5418,0.6416
2022-08-11,0.7859,0.8587,0.8664,0.5459,0.6462
2022-08-12,0.7845,0.8572,0.8651,0.5438,0.6426
2022-08-15,0.7844,0.857,0.8648,0.5471,0.6424
2022-08-16,0.7828,0.8545,0.8629,0.5468,0.6398
2022-08-17,0.7817,0.8541,0.8626,0.5453,0.6379
2022-08-18,0.7841,0.8561,0.8626,0.5447,0.6379
2022-08-19,0.7816,0.8525,0.8603,0.5426,0.6373
2022-08-22,0.7799,0.8514,0.8592,0.5398,0.635
2022-08-23,0.7825,0.8531,0.8609,0.546,0.6395
2022-08-24,0.7829,0.8531,0.8605,0.545,0.6405
2022-08-25,0.7819,0.8529,0.8602,0.5423,0.639
2022-08-26,0.7814,0.8505,0.8575,0.5676,0.6403
2022-08-29,0.7906,0.8543,0.8615,0.5832,0.6549
2022-08-30,0.7905,0.8551,0.8619,0.5854,0.6578
2022-08-31,0.7891,0.8565,0.8616,0.5822,0.6535
2022-09-01,0.787,0.8563,0.8604,0.5779,0.6497
2022-09-02,0.783,0.8526,0.8592,0.5751,0.6502
2022-09-06,0.7833,0.8521,0.8583,0.5727,0.6532
2022-09-07,0.7778,0.8487,0.8549,0.5615,0.6432
2022-09-08,0.7872,0.8549,0.8619,0.5684,0.6517
2022-09-09,0.783,0.8511,0.858,0.5612,0.6461
2022-09-12,0.7854,0.852,0.8584,0.5616,0.6503
2022-09-13,0.7831,0.8507,0.8556,0.5608,0.6493
2022-09-14,0.7937,0.8557,0.8606,0.5983,0.6743
2022-09-15,0.7905,0.8533,0.8573,0.5944,0.6695
2022-09-16,0.7882,0.8496,0.8534,0.58,0.6709
2022-09-19,0.7862,0.8481,0.8515,0.5773,0.6559
2022-09-20,0.7849,0.8475,0.8509,0.5775,0.654
2022-09-21,0.785,0.8476,0.8507,0.5776,0.6543
2022-09-22,0.7835,0.8496,0.8512,0.5768,0.6532
2022-09-23,0.7818,0.8487,0.8495,0.5771,0.6546
2022-09-26,0.7827,0.8506,0.8493,0.5819,0.6592
2022-09-27,0.784,0.8498,0.8492,0.5863,0.6612
2022-09-28,0.7821,0.85,0.8488,0.5854,0.6595
2022-09-29,0.779,0.8486,0.8481,0.5869,0.6553
2022-09-30,0.7847,0.8524,0.8509,0.59,0.6651
2022-10-03,0.7838,0.8527,0.8504,0.5896,0.6643
2022-10-04,0.7926,0.8573,0.8551,0.5975,0.6681
2022-10-05,0.7976,0.8603,0.8583,0.6126,0.6796
2022-10-06,0.8005,0.8611,0.8602,0.6163,0.6768
2022-10-07,0.7992,0.86,0.859,0.6144,0.6749
2022-10-10,0.8028,0.8626,0.863,0.6198,0.6758
2022-10-11,0.803,0.8586,0.8623,0.6295,0.664
2022-10-12,0.8,0.8582,0.8628,0.6318,0.6597
2022-10-13,0.7999,0.8574,0.8626,0.6331,0.6599
2022-10-14,0.8,0.8581,0.8625,0.6328,0.6621
2022-10-17,0.8022,0.8591,0.8633,0.6341,0.6715
2022-10-18,0.8028,0.8589,0.8632,0.6346,0.6768
2022-10-19,0.7998,0.8579,0.862,0.6297,0.6651
2022-10-20,0.7968,0.8593,0.8609,0.6223,0.6629
2022-10-21,0.792,0.8567,0.8601,0.6123,0.6494
2022-10-24,0.7979,0.8584,0.8629,0.6198,0.6553
2022-10-25,0.7962,0.8571,0.861,0.6196,0.6555
2022-10-26,0.7934,0.8551,0.859,0.615,0.6523
2022-10-27,0.7944,0.8523,0.8615,0.6137,0.6515
2022-10-28,0.7907,0.8493,0.8574,0.6108,0.6465
2022-10-31,0.7917,0.8503,0.8563,0.6096,0.6456
2022-11-01,0.796,0.8506,0.8576,0.6179,0.6511
2022-11-02,0.7934,0.8464,0.8542,0.6179,0.6497
2022-11-03,0.7914,0.8441,0.8518,0.6123,0.6462
2022-11-04,0.7865,0.8406,0.8436,0.6042,0.6313
2022-11-07,0.7842,0.8364,0.8404,0.6074,0.6329
2022-11-08,0.7786,0.8319,0.8369,0.6015,0.6267
2022-11-09,0.7806,0.8306,0.8357,0.613,0.6379
2022-11-10,0.7814,0.8311,0.8367,0.6159,0.6399
2022-11-11,0.8014,0.8487,0.8583,0.6465,0.6582
2022-11-14,0.7975,0.8457,0.8561,0.647,0.6532
2022-11-15,0.7981,0.8455,0.8561,0.6458,0.6543
2022-11-16,0.7954,0.8445,0.8536,0.6343,0.6475
2022-11-17,0.7852,0.8376,0.8459,0.6203,0.6346
2022-11-18,0.7836,0.8363,0.8461,0.6177,0.634
2022-11-21,0.7834,0.8364,0.8461,0.6172,0.6364
2022-11-22,0.7888,0.8395,0.8522,0.6295,0.6365
2022-11-23,0.7901,0.8385,0.8526,0.6323,0.6386
2022-11-25,0.7899,0.8381,0.8525,0.6317,0.6385
2022-11-28,0.7859,0.8357,0.851,0.6239,0.6312
2022-11-29,0.7834,0.8331,0.8491,0.6234,0.6285
2022-11-30,0.7835,0.8328,0.8485,0.6221,0.6278
2022-12-01,0.7899,0.8393,0.8557,0.6208,0.6262
2022-12-02,0.7872,0.8364,0.8534,0.6191,0.6218
2022-12-05,0.7848,0.8347,0.852,0.6168,0.621
2022-12-06,0.7827,0.8342,0.8516,0.6125,0.62
2022-12-07,0.7839,0.8347,0.8523,0.6132,0.6224
2022-12-08,0.7831,0.8355,0.8521,0.6113,0.6209
2022-12-09,0.7807,0.8337,0.8514,0.603,0.6161
2022-12-12,0.7786,0.8322,0.8507,0.5995,0.6116
2022-12-13,0.7706,0.8262,0.8448,0.5887,0.5996
2022-12-14,0.7721,0.8267,0.8452,0.591,0.6
2022-12-15,0.772,0.8285,0.8456,0.591,0.5987
2022-12-16,0.7678,0.8259,0.8436,0.5871,0.591
2022-12-19,0.7666,0.8274,0.8435,0.5873,0.5922
2022-12-20,0.7669,0.8264,0.8426,0.5841,0.5897
2022-12-21,0.7666,0.8269,0.8421,0.5828,0.5888
2022-12-22,0.7734,0.8356,0.8502,0.5849,0.5909
2022-12-23,0.7689,0.8338,0.8484,0.5743,0.5844
2022-12-27,0.7683,0.8341,0.8487,0.574,0.584
2022-12-28,0.7666,0.8359,0.8493,0.5706,0.578
2022-12-29,0.7712,0.8428,0.8567,0.5706,0.5782
2022-12-30,0.7732,0.8444,0.8582,0.5724,0.5824
2023-01-03,0.8021,0.8658,0.8738,0.5995,0.6018
2023-01-04,0.8023,0.8686,0.8746,0.5995,0.6115
2023-01-05,0.8017,0.8657,0.8704,0.6031,0.612
2023-01-06,0.803,0.8661,0.8716,0.6027,0.6143
2023-01-09,0.8071,0.8683,0.8737,0.61,0.625
2023-01-10,0.8026,0.8671,0.8738,0.6035,0.6176
2023-01-11,0.8061,0.8697,0.8779,0.6055,0.6186
2023-01-12,0.8079,0.8692,0.8779,0.61,0.6262
2023-01-13,0.8142,0.8714,0.8785,0.6355,0.636
2023-01-17,0.8135,0.8703,0.8777,0.6392,0.6332
2023-01-18,0.8144,0.8707,0.8782,0.6376,0.631
2023-01-19,0.8055,0.8666,0.8748,0.6235,0.6165
2023-01-20,0.8054,0.8639,0.8729,0.6283,0.6201
2023-01-23,0.807,0.8649,0.874,0.6311,0.6221
2023-01-24,0.801,0.8628,0.8719,0.628,0.62
2023-01-25,0.8015,0.8625,0.8712,0.63,0.6187
2023-01-26,0.8008,0.8625,0.8706,0.6281,0.6166
2023-01-27,0.7967,0.8597,0.8684,0.6263,0.6142
2023-01-30,0.796,0.8547,0.867,0.6256,0.6158
2023-01-31,0.8001,0.8592,0.8696,0.626,0.623
2023-02-01,0.8014,0.8599,0.8705,0.6308,0.6242
2023-02-02,0.7943,0.858,0.8692,0.6121,0.6178
2023-02-03,0.7938,0.8514,0.8677,0.607,0.6174
2023-02-06,0.7953,0.8519,0.8672,0.6075,0.6176
2023-02-07,0.7957,0.8519,0.8678,0.6093,0.618
2023-02-08,0.7983,0.8546,0.8692,0.6118,0.6147
2023-02-09,0.8127,0.8637,0.8797,0.6349,0.6241
2023-02-10,0.8066,0.8593,0.877,0.6244,0.6146
2023-02-13,0.8024,0.8592,0.876,0.6246,0.6086
2023-02-14,0.8007,0.8576,0.8746,0.6223,0.6063
2023-02-15,0.7976,0.8582,0.8736,0.6157,0.6018
2023-02-16,0.7997,0.8583,0.8741,0.6203,0.6044
2023-02-17,0.8018,0.8596,0.8771,0.6226,0.6053
2023-02-21,0.803,0.8627,0.8796,0.6238,0.6001
2023-02-22,0.8042,0.8632,0.8802,0.6253,0.6023
2023-02-23,0.801,0.8606,0.8782,0.6191,0.5967
2023-02-24,0.7976,0.8575,0.8787,0.6131,0.5935
2023-02-27,0.7985,0.858,0.8791,0.6107,0.5941
2023-02-28,0.7975,0.8575,0.8799,0.6067,0.5897
2023-03-01,0.7884,0.8518,0.8749,0.5929,0.5727
2023-03-02,0.7882,0.8508,0.8737,0.5915,0.5724
2023-03-03,0.7879,0.8504,0.8727,0.5884,0.5718
2023-03-06,0.7865,0.849,0.8711,0.5881,0.5721
2023-03-07,0.7911,0.8512,0.8688,0.5915,0.5752
2023-03-08,0.7893,0.8514,0.8688,0.5834,0.5745
2023-03-09,0.7845,0.8478,0.8667,0.5746,0.5727
2023-03-10,0.7863,0.8496,0.8671,0.5627,0.5744
2023-03-13,0.7871,0.8508,0.8691,0.5643,0.5767
2023-03-14,0.7857,0.8488,0.8676,0.5315,0.5734
2023-03-15,0.7901,0.8519,0.8719,0.5366,0.5754
2023-03-16,0.7797,0.8399,0.8631,0.5123,0.5485
2023-03-17,0.7824,0.8424,0.8657,0.5202,0.553
2023-03-20,0.7801,0.842,0.8664,0.5131,0.5484
2023-03-21,0.7833,0.8439,0.8679,0.5159,0.5631
2023-03-22,0.7789,0.8404,0.8673,0.5054,0.5628
2023-03-23,0.7756,0.8398,0.8677,0.502,0.559
2023-03-24,0.7743,0.8411,0.8688,0.4929,0.5505
2023-03-27,0.7649,0.8352,0.8652,0.4864,0.5408
2023-03-28,0.7633,0.8354,0.8651,0.4747,0.5349
2023-03-29,0.7623,0.8364,0.8653,0.4722,0.5307
2023-03-30,0.7661,0.8382,0.867,0.4775,0.5365
2023-03-31,0.7702,0.8403,0.8671,0.4756,0.5385
2023-04-03,0.7628,0.8348,0.8633,0.4715,0.5301
2023-04-04,0.7593,0.8339,0.8626,0.4685,0.5267
2023-04-05,0.7571,0.8298,0.8598,0.4632,0.5221
2023-04-06,0.7494,0.8261,0.857,0.4472,0.5118
2023-04-10,0.7491,0.8243,0.8552,0.4487,0.5147
2023-04-11,0.7487,0.8209,0.8516,0.4493,0.5177
2023-04-12,0.7378,0.813,0.8444,0.4328,0.5047
2023-04-13,0.7394,0.8166,0.8432,0.4346,0.5128
2023-04-14,0.7382,0.8116,0.8394,0.4306,0.5182
2023-04-17,0.7381,0.8127,0.8393,0.4277,0.5172
2023-04-18,0.7379,0.8109,0.8386,0.424,0.5105
2023-04-19,0.7305,0.8053,0.8348,0.4163,0.4979
2023-04-20,0.7347,0.8101,0.8374,0.4124,0.4965
2023-04-21,0.7384,0.8101,0.8377,0.4167,0.5116
2023-04-24,0.7417,0.8105,0.839,0.4248,0.5155
2023-04-25,0.7467,0.8126,0.8395,0.4327,0.5322
2023-04-26,0.7462,0.8119,0.8389,0.4297,0.5323
2023-04-27,0.7486,0.8135,0.8388,0.4292,0.5202
2023-04-28,0.7337,0.7977,0.8305,0.4221,0.5074
2023-05-01,0.7341,0.8017,0.8348,0.4262,0.5119
2023-05-02,0.7327,0.7995,0.8332,0.4347,0.5289
2023-05-03,0.7256,0.7953,0.8328,0.4201,0.5189
2023-05-04,0.7259,0.7947,0.8323,0.4212,0.5208
2023-05-05,0.7287,0.8015,0.8375,0.4209,0.5208
2023-05-08,0.7254,0.8012,0.8363,0.4195,0.5161
2023-05-09,0.7243,0.8026,0.844,0.4176,0.5276
2023-05-10,0.7233,0.8069,0.8483,0.4081,0.5155
2023-05-11,0.7222,0.8066,0.8471,0.403,0.5102
2023-05-12,0.723,0.8065,0.8481,0.4018,0.5086
2023-05-15,0.7177,0.8026,0.8451,0.3948,0.5022
2023-05-16,0.6577,0.757,0.8087,0.3225,0.4397
2023-05-17,0.655,0.7538,0.8071,0.3193,0.4445
2023-05-18,0.6573,0.7538,0.8072,0.3245,0.4494
2023-05-19,0.6578,0.756,0.8111,0.3287,0.4493
2023-05-22,0.6638,0.7588,0.8157,0.3349,0.4521
2023-05-23,0.6664,0.7611,0.8164,0.3369,0.4531
2023-05-24,0.668,0.7619,0.8164,0.3405,0.4568
2023-05-25,0.6701,0.7597,0.8152,0.3497,0.4674
2023-05-26,0.6402,0.7531,0.8212,0.3179,0.4375
2023-05-30,0.6315,0.7517,0.8181,0.3121,0.4255
2023-05-31,0.6336,0.7502,0.8169,0.3159,0.4309
2023-06-01,0.6278,0.7449,0.8131,0.3126,0.4295
2023-06-02,0.6291,0.7463,0.8149,0.3175,0.4351
2023-06-05,0.5927,0.7271,0.8017,0.2938,0.3939
2023-06-06,0.5919,0.7246,0.8029,0.2938,0.3965
2023-06-07,0.5924,0.7219,0.7997,0.2945,0.4033
2023-06-08,0.5948,0.7142,0.7942,0.2915,0.3916
2023-06-09,0.5909,0.7115,0.7929,0.2882,0.3867
2023-06-12,0.5907,0.7115,0.793,0.2879,0.3864
2023-06-13,0.5914,0.714,0.7946,0.2858,0.387
2023-06-14,0.5912,0.7137,0.7939,0.2867,0.3867
2023-06-15,0.5889,0.7127,0.7957,0.2813,0.3814
2023-06-16,0.5717,0.7015,0.7833,0.2727,0.3675
2023-06-20,0.5705,0.701,0.7828,0.2692,0.368
2023-06-21,0.5543,0.6887,0.7752,0.2566,0.3494
2023-06-22,0.5558,0.6923,0.7798,0.2526,0.3368
2023-06-23,0.5537,0.6896,0.7788,0.2511,0.333
2023-06-26,0.5576,0.6918,0.7813,0.2535,0.3367
2023-06-27,0.5526,0.6807,0.776,0.2484,0.3301
2023-06-28,0.5466,0.6732,0.7713,0.2488,0.3276
2023-06-29,0.5476,0.6719,0.7705,0.2499,0.3284
2023-06-30,0.5459,0.6687,0.7689,0.2461,0.3307
2023-07-03,0.5441,0.6672,0.7684,0.2475,0.3281
2023-07-05,0.5359,0.6609,0.7616,0.2414,0.3217
2023-07-06,0.5328,0.6554,0.7609,0.2397,0.3232
2023-07-07,0.5339,0.6559,0.76,0.2445,0.3277
2023-07-10,0.532,0.6601,0.7675,0.238,0.3242
2023-07-11,0.5259,0.6506,0.7622,0.2367,0.324
2023-07-12,0.5057,0.6384,0.7537,0.2167,0.2969
2023-07-13,0.5125,0.6408,0.7537,0.2216,0.2992
2023-07-14,0.5136,0.6427,0.7551,0.221,0.2966
2023-07-17,0.5129,0.6423,0.7557,0.2211,0.2957
2023-07-18,0.5107,0.6423,0.7565,0.2245,0.2946
2023-07-19,0.5084,0.6413,0.7531,0.2229,0.294
2023-07-20,0.5051,0.6403,0.7533,0.2197,0.2946
2023-07-21,0.5132,0.6537,0.7629,0.2029,0.2812
2023-07-24,0.5084,0.6477,0.7586,0.1959,0.2657
2023-07-25,0.4984,0.6416,0.7547,0.1863,0.2577
2023-07-26,0.4929,0.6344,0.7526,0.1755,0.2491
2023-07-27,0.4909,0.6343,0.7538,0.1718,0.2462
2023-07-28,0.4757,0.6261,0.7438,0.1633,0.2371
2023-07-31,0.4769,0.6287,0.7446,0.1618,0.2377
2023-08-01,0.4786,0.6355,0.747,0.1621,0.2396
2023-08-02,0.4696,0.6281,0.7421,0.1612,0.2329
2023-08-03,0.4797,0.6374,0.7496,0.1608,0.2366
2023-08-04,0.478,0.6314,0.7457,0.1698,0.237
2023-08-07,0.4718,0.6385,0.7396,0.17,0.2338
2023-08-08,0.4673,0.6357,0.7377,0.1723,0.233
2023-08-09,0.4661,0.6357,0.7369,0.1764,0.2343
2023-08-10,0.4608,0.6315,0.7335,0.1727,0.235
2023-08-11,0.4544,0.6263,0.7306,0.1708,0.2328
2023-08-14,0.4553,0.632,0.7326,0.1679,0.2303
2023-08-15,0.4607,0.6318,0.7359,0.1665,0.2332
2023-08-16,0.463,0.6339,0.7381,0.1694,0.2359
2023-08-17,0.4713,0.6366,0.7421,0.1723,0.2424
2023-08-18,0.4726,0.6375,0.7425,0.1731,0.2444
2023-08-21,0.4643,0.6305,0.7382,0.1689,0.2384
2023-08-22,0.4657,0.6338,0.7408,0.1668,0.2393
2023-08-23,0.4514,0.6234,0.733,0.1558,0.2221
2023-08-24,0.4555,0.6268,0.7348,0.1593,0.2258
2023-08-25,0.4694,0.6402,0.7395,0.1607,0.2355
2023-08-28,0.4635,0.6369,0.7364,0.163,0.2326
2023-08-29,0.4648,0.6379,0.7369,0.1642,0.2346
2023-08-30,0.474,0.6438,0.7419,0.168,0.2383
2023-08-31,0.4749,0.6472,0.7443,0.1679,0.2389
2023-09-01,0.4733,0.6469,0.7456,0.1684,0.2369
2023-09-05,0.4734,0.6481,0.7483,0.1643,0.2335
2023-09-06,0.4743,0.6502,0.754,0.1652,0.2288
2023-09-07,0.4776,0.65,0.7533,0.1623,0.2269
2023-09-08,0.4832,0.6566,0.7594,0.1673,0.2287
2023-09-11,0.4792,0.6529,0.7557,0.1581,0.2222
2023-09-12,0.471,0.6432,0.7527,0.1502,0.2141
2023-09-13,0.4726,0.6444,0.7473,0.1647,0.2155
2023-09-14,0.4625,0.6377,0.7423,0.1531,0.207
2023-09-15,0.4594,0.6442,0.7448,0.1511,0.2061
2023-09-18,0.4536,0.6395,0.7415,0.1384,0.1989
2023-09-19,0.4573,0.6388,0.7413,0.1446,0.1994
2023-09-20,0.4574,0.6395,0.7417,0.1431,0.1988
2023-09-21,0.471,0.6488,0.7445,0.1549,0.2025
2023-09-22,0.4815,0.6519,0.7464,0.1618,0.2088
2023-09-25,0.4826,0.6477,0.7423,0.1701,0.2151
2023-09-26,0.4991,0.657,0.7505,0.1707,0.2212
2023-09-27,0.5057,0.6586,0.7509,0.1889,0.2354
2023-09-28,0.5041,0.6575,0.7495,0.1878,0.2396
2023-09-29,0.4949,0.6516,0.7434,0.1792,0.2293
2023-10-02,0.4913,0.6496,0.7418,0.1792,0.2278
2023-10-03,0.4986,0.6552,0.7437,0.1756,0.2238
2023-10-04,0.5094,0.6587,0.7471,0.1851,0.2289
2023-10-05,0.5088,0.6609,0.7486,0.1826,0.2223
2023-10-06,0.5089,0.6585,0.7457,0.1813,0.2168
2023-10-09,0.5176,0.6669,0.752,0.187,0.224
2023-10-10,0.5157,0.672,0.7573,0.1869,0.2116
2023-10-11,0.5175,0.6724,0.7561,0.1932,0.2161
2023-10-12,0.5167,0.6701,0.7563,0.1931,0.2222
2023-10-13,0.5179,0.6769,0.7628,0.1908,0.2188
2023-10-16,0.5186,0.6814,0.7671,0.1874,0.2251
2023-10-17,0.5213,0.6827,0.7686,0.194,0.2301
2023-10-18,0.5208,0.6837,0.769,0.1911,0.2281
2023-10-19,0.5261,0.6879,0.7711,0.2006,0.2352
2023-10-20,0.531,0.6926,0.773,0.2056,0.239
2023-10-23,0.5341,0.6945,0.7722,0.2096,0.2425
2023-10-24,0.5352,0.6924,0.7712,0.2101,0.2442
2023-10-25,0.5237,0.6853,0.7649,0.1971,0.2303
2023-10-26,0.5413,0.698,0.7656,0.1992,0.2558
2023-10-27,0.5614,0.7155,0.7704,0.2028,0.2639
2023-10-30,0.551,0.7155,0.7693,0.1824,0.2522
2023-10-31,0.524,0.6983,0.7525,0.1659,0.2365
2023-11-01,0.5277,0.6989,0.7535,0.1693,0.2369
2023-11-02,0.5314,0.7017,0.7555,0.1695,0.2361
2023-11-03,0.5342,0.7046,0.7581,0.1786,0.2445
2023-11-06,0.5368,0.7048,0.7587,0.1777,0.2423
2023-11-07,0.5361,0.7035,0.7566,0.1778,0.2435
2023-11-08,0.5348,0.7016,0.754,0.1757,0.2464
2023-11-09,0.5339,0.7016,0.7535,0.1791,0.2489
2023-11-10,0.5322,0.7034,0.7532,0.1794,0.2481
2023-11-13,0.5454,0.7127,0.7615,0.1888,0.2614
2023-11-14,0.5481,0.7177,0.7647,0.1847,0.2592
2023-11-15,0.5634,0.7251,0.7695,0.2014,0.2792
2023-11-16,0.5581,0.7223,0.767,0.1924,0.2709
2023-11-17,0.5532,0.7169,0.7614,0.1879,0.2674
2023-11-20,0.5527,0.7158,0.7592,0.1878,0.2675
2023-11-21,0.5547,0.7168,0.7597,0.1886,0.268
2023-11-22,0.5531,0.7167,0.7614,0.1844,0.2634
2023-11-24,0.5493,0.7165,0.7604,0.178,0.2573
2023-11-27,0.5691,0.7133,0.7386,0.2023,0.2774
2023-11-28,0.5732,0.7078,0.7307,0.2033,0.286
2023-11-29,0.5723,0.707,0.7308,0.2034,0.2866
2023-11-30,0.5676,0.7063,0.7289,0.1964,0.2763
2023-12-01,0.5597,0.7043,0.7257,0.1847,0.2624
2023-12-04,0.5797,0.7085,0.7281,0.1985,0.2901
2023-12-05,0.5824,0.7154,0.7283,0.196,0.2843
2023-12-06,0.5829,0.7173,0.7276,0.1937,0.2829
2023-12-07,0.5841,0.7318,0.7374,0.1954,0.2908
2023-12-08,0.5853,0.7354,0.7382,0.1981,0.2854
2023-12-11,0.5859,0.7358,0.7387,0.1992,0.2868
2023-12-12,0.5729,0.7236,0.7237,0.2095,0.2905
2023-12-13,0.5715,0.7226,0.7238,0.2085,0.2878
2023-12-14,0.5752,0.7236,0.7235,0.2192,0.2971
2023-12-15,0.5933,0.7208,0.718,0.2371,0.3248
2023-12-18,0.5912,0.7198,0.717,0.2338,0.3239
2023-12-19,0.5857,0.7165,0.7152,0.2311,0.3222
2023-12-20,0.5843,0.712,0.7103,0.2327,0.3384
2023-12-21,0.595,0.7211,0.7167,0.2542,0.3584
2023-12-22,0.5958,0.7203,0.7149,0.2579,0.3608
2023-12-26,0.5989,0.7344,0.7197,0.2586,0.3621
2023-12-27,0.5931,0.7286,0.7102,0.2555,0.3552
2023-12-28,0.5943,0.7312,0.7115,0.2546,0.3557
2023-12-29,0.5955,0.7315,0.7113,0.2633,0.3599
2024-01-02,0.5944,0.7315,0.7108,0.2611,0.3569
2024-01-03,0.5911,0.7384,0.726,0.242,0.3667
2024-01-04,0.6003,0.7511,0.7296,0.2481,0.3731
2024-01-05,0.599,0.7504,0.7312,0.242,0.3686
2024-01-08,0.5997,0.7509,0.7314,0.2424,0.3688
